Cycle Nr.	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180
F6	42044	39349	37325	34514	32572	30951	29023	27085	24811	21998	19879	18093	16695	15748	15222	14599	14658	14168	13981	13878	13769	13270	13509	13310	12902	13220	13002	13160	12695	13141	12754	12547	12513	12930	12769	12622	12541	12664	12872	12650	12686	12673	12592	12747	12515	12483	12779	12649	12806	12658	12722	12909	12861	12752	12562	12391	12672	12404	12961	12630	12365	12616	12754	12720	12683	12698	12752	13076	12602	12667	12743	12835	12829	12555	12594	12924	12776	13089	12353	12752	12794	12839	13131	13101	12564	13010	12693	12879	12963	12807	12734	12955	12643	12733	13117	12985	13109	12954	13078	12677	12504	13071	12604	12585	12519	12834	12768	12418	13019	13063	12943	12993	12863	12661	13005	12484	12739	12812	12822	13197	12899	12935	13110	12844	12726	12876	12930	12786	13023	13162	12952	12860	12898	12932	12944	13124	13089	13125	13045	12922	13127	13025	12981	13307	12902	13076	13072	12925	12832	13196	13132	12826	12903	13393	13178	12951	13040	12980	13421	12817	13173	12673	13238	13110	12828	13013	13311	13232	13628	13411	13359	13302	13128	13247	13172	13245	13348	12917	13508	13188
F7	34889	33009	30366	27998	26291	24147	22337	20255	19132	17782	16711	16819	16309	16422	16122	15511	15649	15385	15743	15246	15307	14801	14948	14894	14710	14436	14357	13989	14122	14226	14091	13997	14297	14075	14281	13905	13948	14316	14207	14034	13931	14555	14112	14054	13874	14149	14545	14267	14223	14366	14058	14413	14113	14591	14605	14602	14012	14476	14715	14562	14626	14995	14879	14900	15191	15427	15566	15502	15658	16345	16278	16754	17069	17306	17863	17958	18687	18989	19395	19662	20153	20517	21217	21385	22165	22403	23333	23879	24529	24810	25270	25337	26234	26800	27658	28054	28562	29378	29275	29971	30378	30896	31439	31207	32468	33318	33662	33969	34788	34766	35453	35702	36687	36283	38043	37582	37605	39002	39252	39582	39615	40951	40266	40893	42028	42274	42581	42637	42808	44308	44059	44280	44981	45205	45810	46401	46168	46574	47196	48589	48897	48413	48499	48917	49228	50320	50499	49920	52189	51224	51458	51843	52091	53020	52671	53517	54494	54765	54101	55891	55787	56182	56371	56878	57163	57328	57198	57927	58105	58624	57972	59337	58905	59223	59215	60084	59419	60158	OVER	61304
F8	36761	33294	31401	28140	26168	24393	22483	20897	18994	17892	17281	17474	17398	16847	17105	16282	16353	16567	16015	15784	16255	15636	15953	15473	15504	15252	15052	14977	14781	14951	14408	14553	14911	14004	14783	14154	14649	14487	14552	14273	14126	14659	14794	14561	14604	14462	14691	14860	14790	14793	14942	14974	14550	15084	14780	14716	14868	14797	14835	14714	14474	14858	15265	15219	14487	15151	15166	15426	15380	15826	15422	15383	16050	16233	16132	16578	16875	17824	17733	18018	18513	18870	19830	19921	20189	20721	20961	21519	22230	22897	22890	23617	24023	24599	24757	25186	26201	26300	27479	27464	28044	28360	28839	29246	30221	30530	31127	31483	32077	32363	33228	33589	33598	34553	34722	35375	35509	36212	36337	36460	37624	38135	38455	39017	39161	39640	39742	39706	40540	41133	42387	42162	42563	43353	43349	43692	43244	44152	45080	44997	45057	46374	45344	46400	46240	46255	47778	47328	48046	48242	48723	48893	48781	49975	49769	49620	50029	50556	50594	51511	51789	52179	52834	53124	52818	53234	53412	53959	54661	54576	54224	54514	54633	54837	54991	54841	55433	55301	55556	56526
F9	40614	38263	35118	33126	31195	28912	26537	24350	22186	20071	18306	17437	16654	16448	15691	15057	15237	15356	14988	14900	14978	14847	14912	14913	14552	14544	14404	14271	14670	14751	14239	14316	14138	14180	13837	14131	14299	14012	14040	14048	14081	14086	14331	13434	14161	14013	14101	13854	14290	14060	13958	13590	13954	13723	13571	13420	13215	13830	13639	13916	13953	13935	13885	13536	13768	13384	13676	14088	13953	14049	14228	13885	14173	14047	13888	14272	13884	14503	14844	14653	15128	14900	15779	16264	16195	16509	16987	17503	17909	17973	18458	19183	19442	20188	20446	20913	21433	21205	22648	22392	23254	23934	24171	25107	25787	25633	26672	27026	27465	28046	29040	29732	29973	30488	30940	32011	32533	32103	32822	33481	34054	34335	35062	35507	35590	36219	36229	37338	37469	38720	38288	39362	38749	39846	40385	40174	41295	41447	41659	42324	42501	43220	43573	43763	43988	44207	44639	45243	46325	45685	46052	46450	46107	47102	47283	47333	48462	48109	48912	49361	49637	49702	50188	51045	50311	51040	50342	51745	52036	52228	51199	52246	52365	52502	53027	53744	52909	53776	53572	53566
F10	32737	30433	26904	23686	22569	21353	19051	18442	16432	15867	14918	14167	13742	13079	12920	12373	12906	12746	12588	12718	13138	13303	13671	14042	14364	14913	15183	15923	15876	16663	17043	17421	17650	17997	18790	18556	19300	20163	20261	20676	21028	21716	21806	22812	23334	23208	24151	24844	25315	25386	25837	26083	26402	27203	27325	28225	28767	29355	28948	29487	29802	31021	31240	31427	31276	32022	32965	33343	33837	33897	33888	34456	34738	35281	36126	36347	36028	36563	36903	37978	38651	38334	39943	39381	39500	40800	41294	41191	42314	41937	42303	42978	43651	44447	43256	44380	45161	45521	45911	45908	47172	47113	47487	47676	48883	49038	49260	49433	49809	50784	51444	51367	51994	52052	52643	53112	53248	54721	55171	54582	55092	56464	55782	55949	56464	57632	57447	57802	58293	58219	58321	59502	59148	OVER	59826	59616	59611	60188	60363	60509	OVER	OVER	61646	62045	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER
F11	32660	29580	25557	23357	21786	20207	18854	17903	16478	15569	14495	13922	13537	12983	13265	12683	12476	12711	12979	13085	13425	13245	14113	14430	14781	15347	15786	16443	16180	16981	17315	17765	17851	18504	19049	19165	19606	19866	20548	21164	21490	22174	22834	22977	23518	24105	24738	24960	25672	25574	26188	26313	26736	27445	28215	28249	28932	29405	29456	29867	30161	31380	31104	31297	32048	32771	32898	33071	33523	34942	35023	35501	35262	35854	36469	37230	37154	37854	37825	38581	39264	39699	40821	41312	41460	41393	41885	41539	42836	42861	43687	44073	44953	45060	46038	46477	45344	46631	46960	47789	48322	48779	48844	49593	50064	50087	50940	51040	51421	52658	52832	53247	53963	54683	54547	55501	54989	56246	55584	56507	56670	57013	58291	58479	57024	59161	58988	59875	59498	59581	59842	61029	60789	61302	OVER	OVER	60874	OVER	OVER	61939	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER
F12	37187	34111	31100	28170	25727	23681	21936	20046	18520	16948	15043	14146	13427	13143	12945	12567	12346	12088	12369	12079	12475	12822	12016	12439	12803	12819	13070	13680	13722	14696	14984	15209	15786	16036	16880	17476	18027	18278	18583	19058	19452	19888	20899	21705	21853	21552	22529	22957	23599	24021	24406	24598	25119	25215	26503	26768	27600	27515	28004	28697	28343	29304	30347	30460	30411	31167	31883	31831	33044	33135	32908	33802	33905	34396	34821	35149	35057	36656	36286	37300	37327	37782	38403	38671	39325	40103	39941	39881	40753	41186	41260	41828	42209	43213	43684	43210	43509	45643	45007	45559	46445	46260	46765	47313	47609	47984	48780	49215	49435	49742	50647	51340	51538	51563	51889	52952	53280	53589	53580	54640	54755	55969	55581	56862	56585	56403	57282	58350	58354	58731	59137	58874	59039	60183	59402	60196	59639	60071	60924	60077	OVER	61235	61334	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER
G1	30571	28645	28336	27837	28603	27719	26307	24586	22597	20595	19445	18639	17424	17049	16835	16426	16630	16837	17634	18230	18268	19053	19090	20198	20700	21334	21531	22150	23057	23745	24845	25152	26080	26714	27453	27903	27895	28960	28920	29405	30644	31220	31393	32395	32417	33241	34109	34371	35410	36723	37048	37403	38348	39445	39316	39930	41209	41411	42859	42949	44298	44973	45286	46144	47027	48386	48995	50351	50060	51016	52145	53411	53791	54054	55008	55802	56052	57607	58081	58764	59612	61034	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER
G2	37620	35262	33071	31739	30002	28480	26038	23946	22226	19886	17986	17235	16990	16261	15792	16068	16426	16865	16991	17345	17898	18141	18382	18744	18951	19337	19740	20113	20417	21319	21783	22122	22548	23460	23584	24303	24740	24975	25249	26080	25992	26910	28394	28765	29139	29128	30005	31166	31490	31996	32982	33225	33410	34073	35354	35554	36406	37308	38038	38083	39179	40014	40740	41753	43514	44394	44329	47272	47624	48399	49301	50159	51705	51706	52263	54202	55708	57155	56668	58511	59567	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER
G3	30347	29774	28656	28034	28373	27797	26365	24773	23058	20956	19346	18047	17053	17014	16414	16506	16678	16650	17095	17052	17712	18510	18985	19062	19987	20032	20407	21890	21979	22812	23755	24043	24932	25500	26128	26797	26713	27969	28244	28378	28945	29760	29945	30646	31073	31840	31782	32755	33126	33660	33863	35494	35241	35773	36455	36787	37795	38725	38954	39291	40154	41395	41234	41728	43953	43706	44375	45182	46009	47160	47408	47918	48119	48922	49292	51116	50389	52599	52560	53372	54097	55359	56259	56810	55883	57866	58718	59670	59759	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER
G4	31553	29963	29143	29677	28767	27993	26780	25812	23756	22443	21152	20304	19958	19416	19422	19320	19951	19240	20075	19990	20004	20031	19972	20222	20141	20711	20440	20957	20687	21290	21502	21690	22147	22969	22940	24119	24935	25379	25318	26581	26387	27643	28285	28195	28360	29173	29211	29131	29778	29981	29907	30093	29766	30293	30801	31009	30759	31024	31093	31853	31614	32765	32239	32210	32539	32829	33068	33301	33779	34407	34146	34939	35610	35127	35824	37380	37935	39452	39662	40530	40877	42636	43304	44200	44244	45647	46312	47348	48100	49777	51184	51145	52219	53212	53562	54853	55328	56785	58287	58172	60003	60189	60504	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER
G5	39203	37420	35711	33692	31569	29123	27042	24953	23460	22080	21260	20050	20092	19768	19974	19633	20204	19861	20597	20637	21498	21355	21563	22098	21746	22429	22256	22694	22763	23231	23034	22469	22480	22930	22943	23547	23965	24429	25861	25910	27352	27725	28867	29752	30366	30723	30976	31267	32027	32070	32649	32846	32805	33307	33477	33333	33339	34081	32643	33366	33840	33760	32891	33243	33470	33630	33739	33865	34125	34062	34435	34043	34622	34487	35086	35419	35829	36972	36816	38352	37989	38947	39954	40629	41174	42198	43034	44539	44518	44919	46865	47551	49145	49872	50576	51754	52662	53921	54879	55237	57060	57508	58944	59634	60438	61117	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER
G6	33279	31777	30459	30359	29608	28539	27460	26115	23935	22567	21805	20751	19920	20575	19795	19709	19550	20046	19845	19933	19782	20212	21130	20254	20180	20470	20447	20271	20454	20585	20716	21222	21743	22115	22659	23004	23851	24526	25037	25457	26521	26798	27543	27390	28074	28426	28915	28821	28750	29894	29993	29835	30199	30104	30580	30783	30996	31457	31102	31235	32094	31874	31812	32019	32610	32918	32699	33430	33690	33645	34618	34770	34844	35514	35521	36547	37466	38194	38856	39565	39609	40299	42596	42259	43474	44378	45068	45595	46508	47914	47785	48843	49440	50597	51992	52366	53438	55120	55599	55770	57118	57793	58919	58954	61172	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER
G7	29390	27843	27922	26670	26558	26147	24850	24299	22732	20846	19404	18816	17506	16859	17030	16651	16783	16580	17045	17614	18031	18931	19477	19287	20266	21006	21401	22363	23288	23827	24390	25006	26261	25870	27021	27795	28555	28492	29034	29661	30307	30746	31861	32601	33061	33343	33949	35083	35932	36522	37043	37106	38431	39469	38849	40208	41160	41444	42501	42467	43027	43804	44637	44775	45905	46804	47272	47548	47531	49476	50274	49745	51210	51683	52066	52332	53965	55901	55406	55873	55947	57987	57928	58805	59549	60151	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER
G8	35744	34796	33323	31039	29947	27619	25116	23856	21764	20438	19192	17785	16637	16929	16294	16341	16943	16930	17109	17493	17928	18806	19091	19663	20293	20936	20341	21551	22335	23092	23387	23841	23834	24676	25193	25471	25996	26104	26747	27242	27505	28268	29253	29854	30250	30400	31230	32344	33390	33303	34584	34060	35240	36356	36828	37964	38034	39308	39376	40221	40825	42532	43340	44116	45147	46831	46764	48440	49159	50688	51774	52969	54249	53736	55804	56552	56881	59669	59383	60168	60494	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER
G9	29352	27399	27042	26980	26796	26153	25284	23988	22893	21002	19867	18234	17514	17178	17062	16538	16662	16572	16997	17335	17657	18244	18765	19850	20566	20896	21573	22352	22923	23770	24388	24990	25916	26542	26940	27396	27564	28496	29189	29643	30078	30689	32519	33095	33325	33642	34290	34768	35554	35914	37343	37648	37587	39399	39043	40175	40608	41934	41701	42230	43264	43822	45294	45457	45867	47121	47530	48160	48723	49264	50463	51093	52167	51676	52334	54058	54348	55809	56375	57383	57585	58190	60193	60589	60038	61327	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER
G10	29129	27529	27287	26701	27271	26309	24854	24443	23035	20546	19187	18552	17405	17085	16758	16463	16532	16393	17441	17678	17737	18221	19027	19821	20322	20302	20892	21361	22785	23530	23766	24628	24744	26123	26673	27041	27583	27999	28402	29441	29790	30716	31097	31920	31961	32673	33058	33061	34387	34523	35490	35200	35668	35759	36917	37583	37585	38318	39218	40331	39451	40520	41040	42239	42625	42715	43103	44518	44367	44658	46116	45898	46098	46931	47655	47354	48598	50450	50564	50992	51435	52562	53840	54780	54408	56036	56178	56610	57341	57742	58741	58490	60503	OVER	OVER	61583	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER
G11	34502	33328	31794	30504	29624	27653	25350	23106	21589	20124	18326	17454	17009	16324	16044	15946	16641	16401	16646	17173	17198	17648	18259	18258	18932	19017	19894	19961	20483	21277	21637	21909	22621	22858	23512	24061	24491	24765	25225	25901	26485	27292	28511	29057	29447	29383	30180	31544	31819	31844	32896	33097	34106	34929	35474	35762	35893	37030	37520	37883	38593	39860	40473	41714	41568	42648	43797	43976	45464	47571	48884	48633	49964	50316	50977	53029	53483	55177	55738	55764	56935	58481	59104	60550	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER
G12	27998	27555	26396	25949	26446	26490	25043	23687	22722	20249	19300	17649	16925	17004	16845	16197	16332	16127	16637	17473	17299	17548	18733	19531	19641	20355	21060	22243	22303	23582	23390	24147	24919	26511	26785	26904	27781	28394	28982	29675	29796	31577	31681	32044	32518	33099	33838	34862	34815	35567	36238	37194	37301	37361	37969	38536	38549	40096	39540	40416	40683	41640	42402	42665	43892	44622	44473	45342	45933	46987	48003	48649	49091	50150	49395	50770	51627	52535	53449	54199	54756	55484	56310	57080	57868	58008	59568	59910	60226	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER
H1	31348	29631	28328	27989	27600	26546	24422	22696	20735	19198	17630	16848	16483	15852	15600	15493	15417	15254	15577	16038	17116	17947	18641	19608	20146	21011	21236	22394	23169	24124	24433	25077	26271	27242	27777	27886	28268	29174	29429	29936	30519	31264	31628	32109	32815	33161	34135	34004	34794	35812	35998	36263	37937	38322	38992	39574	39820	40789	41443	42090	42398	43766	44263	44816	45760	46406	47175	47794	48532	49508	50412	50943	51574	52397	53049	54241	54402	56229	56276	57844	58305	59170	59878	60645	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER
H2	28594	27551	26638	26631	25990	25301	24409	22900	21579	19673	18479	16871	16730	15860	15525	15228	15807	15827	16079	16267	16780	17454	18428	18568	19659	20054	20512	21242	22151	23548	23506	23926	24855	25677	26564	26493	27259	27632	27804	28675	28991	30132	30624	31795	32084	32299	32369	33298	34794	34477	35117	36232	36175	37506	38131	38588	39408	39455	40776	40591	41373	41925	43090	44334	44678	45236	45808	46675	47655	47806	48669	49186	50152	48932	51043	52515	52549	54282	54347	55635	55756	56798	57820	58284	59057	60203	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER
H3	29710	28035	27360	26868	27263	26131	24976	23302	21588	20185	18641	17679	16998	16227	16375	15588	15932	16162	16112	16043	17113	17651	18186	18394	19411	20353	20727	21228	22149	23360	23633	23714	25381	25666	26628	26609	27009	27633	27695	28788	29196	30309	29967	31000	31407	31520	32720	33580	33987	34497	34898	35292	35969	36935	37853	36938	38325	38193	39543	39711	40050	41462	41734	42648	43631	43831	44695	45735	45804	46811	46954	48722	49231	48344	49160	50337	50504	52717	53586	53616	54137	54803	55648	57077	56365	58472	59283	60276	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER	OVER
