condition	unique_name	AB19606	AB030	gene_mLFC	FDR
Imipenem_0.09_T1 - None_0_T1	fdxA	GO593_13635	IX87_04305	-0.554114036623825	0.040796051936469
Imipenem_0.09_T1 - None_0_T1	ffh	GO593_10155	IX87_18285	-2.49499363505914	1.07603689492478e-15
Imipenem_0.09_T1 - None_0_T1	fis	GO593_18685	IX87_06920	-1.04948320490088	0.00108138134149639
Imipenem_0.09_T1 - None_0_T1	fmt	GO593_06095	IX87_14320	-1.53247398255496	5.70826684778492e-11
Imipenem_0.09_T1 - None_0_T1	folB	GO593_18475	IX87_06705	-0.129680428708895	0.999674520731731
Imipenem_0.09_T1 - None_0_T1	folC	GO593_03340	IX87_11225	0.378875743260243	0.302216339496379
Imipenem_0.09_T1 - None_0_T1	folD	GO593_02360	IX87_09915	0.0625098637607969	0.999988881251954
Imipenem_0.09_T1 - None_0_T1	folE	GO593_01065	IX87_08570	-0.0621682449345568	0.999999987444293
Imipenem_0.09_T1 - None_0_T1	folK	GO593_09350	IX87_17415	-0.32963212662853	0.487828931846313
Imipenem_0.09_T1 - None_0_T1	fpr	GO593_00350	IX87_07570	-0.488152969141393	0.678388574006203
Imipenem_0.09_T1 - None_0_T1	fpr1	GO593_10025	IX87_18155	-0.0477595578004236	0.999997423182987
Imipenem_0.09_T1 - None_0_T1	frr	GO593_17740	IX87_21665	-0.590002855743871	0.0108160224744014
Imipenem_0.09_T1 - None_0_T1	ftsA	GO593_05490	IX87_13690	-2.2220314336982	1.16315754678314e-11
Imipenem_0.09_T1 - None_0_T1	ftsH	GO593_02400	IX87_09960	0.419767681960223	0.11357134612196
Imipenem_0.09_T1 - None_0_T1	ftsI	GO593_04805	IX87_12845	-5.28136931650875	3.61866629990136e-22
Imipenem_0.09_T1 - None_0_T1	ftsK	GO593_10560	IX87_01775	-1.2910199764797	2.85506816108507e-08
Imipenem_0.09_T1 - None_0_T1	ftsL	GO593_04810	IX87_12850	-4.66858017364142	1.34649179833877e-19
Imipenem_0.09_T1 - None_0_T1	ftsQ	GO593_05495	IX87_13695	-1.9574437856179	6.66718904033831e-12
Imipenem_0.09_T1 - None_0_T1	ftsW	GO593_07760	IX87_15785	-2.03839274700391	1.33084395005157e-10
Imipenem_0.09_T1 - None_0_T1	ftsY	GO593_17485	IX87_21135	-1.73266046832136	2.04649985048179e-11
Imipenem_0.09_T1 - None_0_T1	ftsZ	GO593_05485	IX87_13685	-1.30793693615543	3.00152013761522e-06
Imipenem_0.09_T1 - None_0_T1	fur	GO593_10655	IX87_01680	0.535008142337192	0.0310043968392988
Imipenem_0.09_T1 - None_0_T1	fusA	GO593_10520	IX87_01830	0.174680777173933	0.000869303715191222
Imipenem_0.09_T1 - None_0_T1	gap	GO593_01650	IX87_09170	-0.438918368193493	0.222358963026873
Imipenem_0.09_T1 - None_0_T1	gatA	GO593_02920	IX87_10765	-0.668058262774655	0.349631206497888
Imipenem_0.09_T1 - None_0_T1	gatB	GO593_02925	IX87_10770	-0.738038520732617	0.00971277694641197
Imipenem_0.09_T1 - None_0_T1	gatC	GO593_02915	IX87_10760	-0.669504690220363	0.342628047710044
Imipenem_0.09_T1 - None_0_T1	glmM	GO593_05425	IX87_13615	-0.630608507652343	7.81546354832881e-06
Imipenem_0.09_T1 - None_0_T1	glmS	GO593_05795	IX87_14025	-1.87814787180177	2.70350004291199e-14
Imipenem_0.09_T1 - None_0_T1	glmU	GO593_05790	IX87_14020	-1.29361648419548	1.83550991264545e-08
Imipenem_0.09_T1 - None_0_T1	glnA	GO593_01005	IX87_08130	0.136678532601707	0.886319260801337
Imipenem_0.09_T1 - None_0_T1	glnS	GO593_18295	IX87_06515	1.7566777672064	8.61311547736093e-14
Imipenem_0.09_T1 - None_0_T1	gltX	GO593_04830	IX87_12870	0.719949893934774	0.000130482377753549
Imipenem_0.09_T1 - None_0_T1	glyA	GO593_00420	IX87_07645	0.013902224477599	0.849613301871244
Imipenem_0.09_T1 - None_0_T1	glyQ	GO593_04395	IX87_12345	0.875309715743556	1.26225466759563e-05
Imipenem_0.09_T1 - None_0_T1	glyS	GO593_04400	IX87_12350	0.934676172273888	1.28490282964756e-06
Imipenem_0.09_T1 - None_0_T1	gmk	GO593_04655	IX87_12640	1.10051598305369	8.66094269197818e-06
Imipenem_0.09_T1 - None_0_T1	gpmI	GO593_07690	IX87_15700	-0.388639442613896	0.000795548031441509
Imipenem_0.09_T1 - None_0_T1	gpsA	GO593_00180	IX87_07400	-0.199279300765891	0.994700532482395
Imipenem_0.09_T1 - None_0_T1	groEL	GO593_02305	IX87_09860	-0.187981137508131	0.925287353014554
Imipenem_0.09_T1 - None_0_T1	groS	GO593_02310	IX87_09865	-0.168022110142715	0.972145596106041
Imipenem_0.09_T1 - None_0_T1	gtrOC1	GO593_03530	IX87_11425	-0.0424649833318867	0.999994089155083
Imipenem_0.09_T1 - None_0_T1	guaA	GO593_07255	IX87_15245	0.779818060863109	0.000135444868186033
Imipenem_0.09_T1 - None_0_T1	guaB	GO593_05430	IX87_13620	-0.434781355012985	0.968560847675431
Imipenem_0.09_T1 - None_0_T1	gyrA	GO593_02105	IX87_09635	0.0718167029674779	0.999932809904322
Imipenem_0.09_T1 - None_0_T1	gyrB	GO593_06205	IX87_14430	-0.137981338218617	0.999969078423231
Imipenem_0.09_T1 - None_0_T1	hemA	GO593_10375	IX87_18515	-0.180738440798917	0.941005948838612
Imipenem_0.09_T1 - None_0_T1	hemB	GO593_10710	IX87_01620	-0.105662926350257	0.999999112165474
Imipenem_0.09_T1 - None_0_T1	hemC	GO593_07835	IX87_15860	-0.178974613246365	0.964877288321824
Imipenem_0.09_T1 - None_0_T1	hemD	GO593_07840	IX87_15865	-0.104215492240423	0.999708965167412
Imipenem_0.09_T1 - None_0_T1	hemE	GO593_01090	IX87_08605	-0.217437391216596	0.999916642303675
Imipenem_0.09_T1 - None_0_T1	hemF	GO593_04345	IX87_12280	0.132167019561601	0.975066792180419
Imipenem_0.09_T1 - None_0_T1	hemH	GO593_08405	IX87_16460	-0.316445389896486	0.879619550319273
Imipenem_0.09_T1 - None_0_T1	hemJ	GO593_10495	IX87_01855	0.0393665788908028	0.999987639822997
Imipenem_0.09_T1 - None_0_T1	hemL	GO593_01460	IX87_08985	-0.00868206400818591	0.99994044208171
Imipenem_0.09_T1 - None_0_T1	hfq	GO593_18325	IX87_06545	0.191314448502835	0.999047315497657
Imipenem_0.09_T1 - None_0_T1	hisS	GO593_09065	IX87_17115	0.814583209050534	2.61315346129541e-06
Imipenem_0.09_T1 - None_0_T1	holA	GO593_09140	IX87_17190	-0.199385972284253	0.863607092836946
Imipenem_0.09_T1 - None_0_T1	holB	GO593_15490	IX87_02330	-0.0331713971855399	0.9999999909749
Imipenem_0.09_T1 - None_0_T1	hscA	GO593_15740	IX87_18965	-0.605719603121089	0.0595952248953116
Imipenem_0.09_T1 - None_0_T1	hscB	GO593_15745	IX87_18970	-0.642160217777885	0.455359291872136
Imipenem_0.09_T1 - None_0_T1	ihfB	GO593_15565	IX87_02255	-0.126848407854045	0.999999998541814
Imipenem_0.09_T1 - None_0_T1	ileS	GO593_06435	IX87_14685	0.767097722986632	0.00023493042313307
Imipenem_0.09_T1 - None_0_T1	infA	GO593_08615	IX87_16675	0.308276574497743	0.215399339439959
Imipenem_0.09_T1 - None_0_T1	infB	GO593_08195	IX87_16250	-0.828470703187557	0.000413939086417529
Imipenem_0.09_T1 - None_0_T1	infC	GO593_09390	IX87_17455	-0.234403224289439	0.845291131916572
Imipenem_0.09_T1 - None_0_T1	iscA	GO593_15750	IX87_18975	-0.276290674928526	0.998877696518809
Imipenem_0.09_T1 - None_0_T1	iscR	GO593_15765	IX87_18990	-0.684818795195305	0.00427299261257255
Imipenem_0.09_T1 - None_0_T1	iscS	GO593_15760	IX87_18985	-0.636775430505775	0.00812446128171398
Imipenem_0.09_T1 - None_0_T1	ispB	GO593_02660	IX87_10240	0.50426218712458	0.000150315497205765
Imipenem_0.09_T1 - None_0_T1	ispD	GO593_17290	IX87_20925	-0.386232971433086	0.380915625180065
Imipenem_0.09_T1 - None_0_T1	ispE	GO593_10360	IX87_18500	-0.460379238733856	0.396452403936489
Imipenem_0.09_T1 - None_0_T1	ispF	GO593_17785	IX87_21705	0.0210848110331985	0.998610078109537
Imipenem_0.09_T1 - None_0_T1	ispG	GO593_09060	IX87_17110	0.529906815818846	0.412154333502304
Imipenem_0.09_T1 - None_0_T1	ispH	GO593_04650	IX87_12635	-0.823163367979554	0.501263911088398
Imipenem_0.09_T1 - None_0_T1	ispZ	GO593_03615	IX87_11540	0.0242715739825422	0.998844925979079
Imipenem_0.09_T1 - None_0_T1	kdsA	GO593_17310	IX87_20945	-0.804964083425415	0.0041944284808043
Imipenem_0.09_T1 - None_0_T1	kdsB	GO593_15485	IX87_02335	-0.102057396347726	0.957345787991449
Imipenem_0.09_T1 - None_0_T1	kdsC	GO593_13535	IX87_04365	-0.201205671260553	0.993060699448129
Imipenem_0.09_T1 - None_0_T1	kdsD	GO593_13530	IX87_04370	-0.115707786371247	0.999999984730058
Imipenem_0.09_T1 - None_0_T1	kdtA	GO593_05390	IX87_13580	-0.161840744606522	0.999928193713647
Imipenem_0.09_T1 - None_0_T1	lepB	GO593_01765	IX87_09280	-0.374170986418133	0.292603132978213
Imipenem_0.09_T1 - None_0_T1	leuS	GO593_09150	IX87_17200	1.09770542754072	0.000167272196061429
Imipenem_0.09_T1 - None_0_T1	lgt	GO593_08815	IX87_16905	0.0373642525097683	0.999998739952166
Imipenem_0.09_T1 - None_0_T1	ligA	GO593_10190	IX87_18330	-0.0488512112472555	0.999999999782472
Imipenem_0.09_T1 - None_0_T1	lipB	GO593_02590	IX87_10165	-0.0512396174627355	0.997536022270078
Imipenem_0.09_T1 - None_0_T1	lnt	GO593_08370	IX87_16425	-0.0551150713471242	0.999999999985579
Imipenem_0.09_T1 - None_0_T1	lolA	GO593_02640	IX87_10215	-0.884114249191574	0.000757840069709015
Imipenem_0.09_T1 - None_0_T1	lolB	GO593_10365	IX87_18505	-0.917681528418822	2.12645577765662e-08
Imipenem_0.09_T1 - None_0_T1	lolCE	GO593_02040	IX87_09570	-0.121190655700717	0.12321915789627
Imipenem_0.09_T1 - None_0_T1	lolD	GO593_02035	IX87_09565	-0.568097036115107	0.133915284075622
Imipenem_0.09_T1 - None_0_T1	lptA	GO593_13545	IX87_04355	-0.944901953871467	9.05675677464174e-06
Imipenem_0.09_T1 - None_0_T1	lptB	GO593_13550	IX87_04350	-0.215731895500787	0.999830574519609
Imipenem_0.09_T1 - None_0_T1	lptC	GO593_13540	IX87_04360	-0.882804403300288	0.010497602293459
Imipenem_0.09_T1 - None_0_T1	lptD	GO593_15435	IX87_02385	-0.897189818944736	3.70700466115317e-05
Imipenem_0.09_T1 - None_0_T1	lptF	GO593_07680	IX87_15690	-0.391036914658513	0.196351443418757
Imipenem_0.09_T1 - None_0_T1	lptG	GO593_07685	IX87_15695	-0.598713765138429	0.000224894518973179
Imipenem_0.09_T1 - None_0_T1	lpxA	GO593_17695	IX87_21620	-0.261426108115908	0.981613869646872
Imipenem_0.09_T1 - None_0_T1	lpxB	GO593_15950	IX87_19185	-0.181396572718267	0.999878480145591
Imipenem_0.09_T1 - None_0_T1	lpxC	GO593_05480	IX87_13680	-0.825997681699588	5.85274699012707e-06
Imipenem_0.09_T1 - None_0_T1	lpxD	GO593_17705	IX87_21630	-0.22442477342003	0.996083680836579
Imipenem_0.09_T1 - None_0_T1	lpxH	GO593_18305	IX87_06525	0.089106110975491	0.998860048953098
Imipenem_0.09_T1 - None_0_T1	lpxK	GO593_15480	IX87_02340	0.639611289189049	6.93478180675276e-09
Imipenem_0.09_T1 - None_0_T1	lpxL	GO593_02025	IX87_09555	-0.316045437731687	0.495515565800465
Imipenem_0.09_T1 - None_0_T1	lspA	GO593_06430	IX87_14680	-0.982220787373362	0.00645721657963499
Imipenem_0.09_T1 - None_0_T1	lysC	GO593_12600	IX87_05125	0.0136571366057214	0.999996342628343
Imipenem_0.09_T1 - None_0_T1	lysS	GO593_11345	IX87_00530	1.66573873706839	4.78151947480262e-07
Imipenem_0.09_T1 - None_0_T1	marR1	GO593_12465	IX87_05280	-0.0498529849728039	0.999999320105622
Imipenem_0.09_T1 - None_0_T1	metK	GO593_15290	IX87_02540	0.226061654291122	0.310889432339306
Imipenem_0.09_T1 - None_0_T1	minC	GO593_10585	IX87_01750	-1.75450070676252	3.03167487486423e-10
Imipenem_0.09_T1 - None_0_T1	minE	GO593_10575	IX87_01760	-1.50978365549075	3.65279560565787e-08
Imipenem_0.09_T1 - None_0_T1	mnhC1	GO593_08225	IX87_16280	-0.718265833140577	2.49727011041518e-07
Imipenem_0.09_T1 - None_0_T1	mnmA	GO593_01330	IX87_08855	0.172017397968146	0.651557492806091
Imipenem_0.09_T1 - None_0_T1	moaE	GO593_17870	IX87_21800	-0.0212684327367162	0.999999999985579
Imipenem_0.09_T1 - None_0_T1	mraY	GO593_04790	IX87_12830	-3.64150631080286	1.46078286723944e-24
Imipenem_0.09_T1 - None_0_T1	mrpF	GO593_08210	IX87_16265	-0.854255851068293	3.81152047042721e-05
Imipenem_0.09_T1 - None_0_T1	msbA	GO593_15475	IX87_02345	0.456322561611002	0.000610918479688365
Imipenem_0.09_T1 - None_0_T1	mtcA2	GO593_11270	IX87_00610	0.107683592952648	0.999555296138519
Imipenem_0.09_T1 - None_0_T1	murA	GO593_09595	IX87_17660	-4.43103886228685	6.17355320256288e-21
Imipenem_0.09_T1 - None_0_T1	murB	GO593_17990	IX87_06200	-0.609807530264712	4.71986315179708e-06
Imipenem_0.09_T1 - None_0_T1	murC	GO593_05505	IX87_13705	-3.31030186643198	8.57273847971841e-11
Imipenem_0.09_T1 - None_0_T1	murD	GO593_07755	IX87_15780	-1.60096857054787	5.22351369871704e-10
Imipenem_0.09_T1 - None_0_T1	murE	GO593_04800	IX87_12840	-3.36911868180348	1.34095394276156e-14
Imipenem_0.09_T1 - None_0_T1	murF	GO593_04795	IX87_12835	-3.77253133571561	1.65242530478271e-19
Imipenem_0.09_T1 - None_0_T1	murG	GO593_05510	IX87_13710	-4.81169975832141	4.79969411771241e-16
Imipenem_0.09_T1 - None_0_T1	murJ	GO593_06815	IX87_14820	-2.86032595934699	1.1837215853735e-18
Imipenem_0.09_T1 - None_0_T1	nadE	GO593_10480	IX87_01870	0.150814716142828	0.997207958932371
Imipenem_0.09_T1 - None_0_T1	nadM	GO593_01880	IX87_09395	0.11268477032306	0.280324151776251
Imipenem_0.09_T1 - None_0_T1	ndk	GO593_09040	IX87_17090	0.0796903407681435	0.999988288274408
Imipenem_0.09_T1 - None_0_T1	ninH	GO593_13310	IX87_06920	-0.0129876194062834	0.999999999793758
Imipenem_0.09_T1 - None_0_T1	nphR2	GO593_03265	IX87_11135	-1.32668358592312	1.31163749240596e-05
Imipenem_0.09_T1 - None_0_T1	nrdA	GO593_09915	IX87_18015	-0.42375413398686	0.993625217993905
Imipenem_0.09_T1 - None_0_T1	nrdB	GO593_09905	IX87_18005	-0.518554106986484	0.700890750804086
Imipenem_0.09_T1 - None_0_T1	nuoA	GO593_09945	IX87_18075	0.923170827035338	7.76607278843662e-06
Imipenem_0.09_T1 - None_0_T1	nuoB	GO593_09950	IX87_18080	1.05720527634555	9.64277497082676e-09
Imipenem_0.09_T1 - None_0_T1	nuoD	GO593_09955	IX87_18085	0.333454769589776	0.879430305547468
Imipenem_0.09_T1 - None_0_T1	nuoE	GO593_09960	IX87_18090	1.23327695609837	8.62473467333288e-11
Imipenem_0.09_T1 - None_0_T1	nuoF	GO593_09965	IX87_18095	0.615832667581822	0.00160331899757805
Imipenem_0.09_T1 - None_0_T1	nuoG	GO593_09970	IX87_18100	1.17239199755796	0.00107626940864613
Imipenem_0.09_T1 - None_0_T1	nuoH	GO593_09975	IX87_18105	0.87767159094918	0.000335899485412581
Imipenem_0.09_T1 - None_0_T1	nuoI	GO593_09980	IX87_18110	1.04133603577442	0.0091119252030958
Imipenem_0.09_T1 - None_0_T1	nuoJ	GO593_09985	IX87_18115	0.839818939467061	8.3802394373572e-05
Imipenem_0.09_T1 - None_0_T1	nuoK	GO593_09990	IX87_18120	0.872819418981949	5.35723387093422e-09
Imipenem_0.09_T1 - None_0_T1	nuoL	GO593_09995	IX87_18125	0.967989749165093	0.000684936034817299
Imipenem_0.09_T1 - None_0_T1	nuoM	GO593_10000	IX87_18130	1.02548895206908	3.64480023682827e-08
Imipenem_0.09_T1 - None_0_T1	nuoN	GO593_10005	IX87_18135	0.459708133021483	0.191692740581495
Imipenem_0.09_T1 - None_0_T1	nusA	GO593_08190	IX87_16245	-2.25542522379141	1.68829135152203e-09
Imipenem_0.09_T1 - None_0_T1	nusG	GO593_07930	IX87_15960	-1.94744341925391	4.79764193626949e-11
Imipenem_0.09_T1 - None_0_T1	orn	GO593_09110	IX87_17160	-0.242958496442202	0.028143424559786
Imipenem_0.09_T1 - None_0_T1	panC	GO593_09360	IX87_17425	-0.223437320677726	0.982080622456976
Imipenem_0.09_T1 - None_0_T1	parB	GO593_15460	IX87_02360	0.0375527849405831	0.999999998962017
Imipenem_0.09_T1 - None_0_T1	parC	GO593_07570	IX87_15570	0.0228948530415185	0.999993983772548
Imipenem_0.09_T1 - None_0_T1	parE	GO593_05625	IX87_13845	-0.158732555770767	0.999570831537067
Imipenem_0.09_T1 - None_0_T1	pdxA	GO593_03765	IX87_11690	-0.0530266582049735	0.99999999999936
Imipenem_0.09_T1 - None_0_T1	pdxH	GO593_05420	IX87_13610	-0.122851862668962	0.999999979766823
Imipenem_0.09_T1 - None_0_T1	pdxJ	GO593_01735	IX87_09250	-0.139396276077554	0.9998077957816
Imipenem_0.09_T1 - None_0_T1	pgk	GO593_15415	IX87_02405	-0.131785916544667	0.999488468461807
Imipenem_0.09_T1 - None_0_T1	pgsA	GO593_08075	IX87_16120	0.21614564346184	0.126538320254244
Imipenem_0.09_T1 - None_0_T1	phaAB	GO593_08230	IX87_16285	-0.861037706252268	0.0122572863749532
Imipenem_0.09_T1 - None_0_T1	phaD	GO593_08220	IX87_16275	-0.98209135187467	4.90938190604832e-08
Imipenem_0.09_T1 - None_0_T1	phaE	GO593_08215	IX87_16270	-0.991822808509595	2.06426520468525e-08
Imipenem_0.09_T1 - None_0_T1	pheS	GO593_09435	IX87_17505	-0.333244931420567	0.763926572853299
Imipenem_0.09_T1 - None_0_T1	pheT	GO593_09440	IX87_17510	0.0373175173447749	0.850130225628407
Imipenem_0.09_T1 - None_0_T1	plsB	GO593_04255	IX87_12190	-1.04619952375552	1.8086074952191e-05
Imipenem_0.09_T1 - None_0_T1	pnp	GO593_08310	IX87_16365	-0.141540298918337	0.99974925671272
Imipenem_0.09_T1 - None_0_T1	polA	GO593_09495	IX87_17560	-0.0545979793873849	0.999999998561698
Imipenem_0.09_T1 - None_0_T1	ppa	GO593_07590	IX87_15590	-0.361574256380858	0.650347785923994
Imipenem_0.09_T1 - None_0_T1	ppnK	GO593_00295	IX87_07515	-0.452859895785807	0.492759305301256
Imipenem_0.09_T1 - None_0_T1	prfA	GO593_18520	IX87_06750	-0.729139540909302	0.244352519650086
Imipenem_0.09_T1 - None_0_T1	prfB	GO593_05405	IX87_13595	-0.0350030203050284	0.99999999999936
Imipenem_0.09_T1 - None_0_T1	priA	GO593_08345	IX87_16400	-0.016412425707445	0.999999909408548
Imipenem_0.09_T1 - None_0_T1	proS	GO593_03110	IX87_10975	0.256020860202348	0.998473013403955
Imipenem_0.09_T1 - None_0_T1	prs	GO593_10335	IX87_18475	-0.0255710272372177	0.999999961765981
Imipenem_0.09_T1 - None_0_T1	psd	GO593_05715	IX87_13955	-0.409889794457557	0.132423908038083
Imipenem_0.09_T1 - None_0_T1	pssA	GO593_03875	IX87_11800	-1.41077143515681	4.88388714435457e-12
Imipenem_0.09_T1 - None_0_T1	pth	GO593_10325	IX87_18465	0.393727761574758	0.0636708016724667
Imipenem_0.09_T1 - None_0_T1	ptrR	GO593_13345	IX87_07845	-0.312834195766132	0.997627154966889
Imipenem_0.09_T1 - None_0_T1	purA	GO593_12910	IX87_04750	0.648453690945378	1.46875548471252e-07
Imipenem_0.09_T1 - None_0_T1	purB	GO593_01340	IX87_08865	-0.0827915736535124	0.99820173975491
Imipenem_0.09_T1 - None_0_T1	purU	GO593_08765	IX87_16855	0.102469217323682	0.999144095766405
Imipenem_0.09_T1 - None_0_T1	pyrC	GO593_12050	IX87_05625	0.0644897760765433	0.998213063903322
Imipenem_0.09_T1 - None_0_T1	pyrG	GO593_17315	IX87_20950	-0.230179332494435	0.9582787357445
Imipenem_0.09_T1 - None_0_T1	pyrH	GO593_17745	IX87_21670	-0.546400642729187	0.0249066412641868
Imipenem_0.09_T1 - None_0_T1	rep	GO593_10605	IX87_01730	-0.66443562168987	0.172552033882264
Imipenem_0.09_T1 - None_0_T1	rho	GO593_09460	IX87_17525	-0.383244530326539	0.506038768448686
Imipenem_0.09_T1 - None_0_T1	ribA	GO593_04340	IX87_12275	-0.332079098059607	0.975810287078468
Imipenem_0.09_T1 - None_0_T1	ribD	GO593_07645	IX87_15655	-0.0407687628635357	0.999999999995187
Imipenem_0.09_T1 - None_0_T1	ribE	GO593_07655	IX87_15665	-0.12997140679711	0.999998620743521
Imipenem_0.09_T1 - None_0_T1	ribF	GO593_06440	IX87_14690	-0.293037800061283	0.938035539004206
Imipenem_0.09_T1 - None_0_T1	ribH	GO593_05770	IX87_14000	-0.360298239297961	0.966258427434237
Imipenem_0.09_T1 - None_0_T1	rnpA	GO593_06230	IX87_14455	-0.100634512603056	0.999999815903633
Imipenem_0.09_T1 - None_0_T1	rpe	GO593_09690	IX87_17755	0.0501825758976267	0.98674917522815
Imipenem_0.09_T1 - None_0_T1	rpiA	GO593_17400	IX87_21035	0.130903649668482	0.693905979063073
Imipenem_0.09_T1 - None_0_T1	rplA	GO593_07940	IX87_15970	-0.254339710367661	0.999848064878836
Imipenem_0.09_T1 - None_0_T1	rplB	GO593_04185	IX87_12120	0.315856331075939	0.692273523225454
Imipenem_0.09_T1 - None_0_T1	rplC	GO593_04200	IX87_12135	0.47819305787143	0.997751124335328
Imipenem_0.09_T1 - None_0_T1	rplD	GO593_04195	IX87_12130	0.611996481441073	0.0395492490085561
Imipenem_0.09_T1 - None_0_T1	rplE	GO593_04140	IX87_12075	0.970708777933928	0.000984604867728946
Imipenem_0.09_T1 - None_0_T1	rplF	GO593_04125	IX87_12060	1.35333876734637	6.90422636514499e-05
Imipenem_0.09_T1 - None_0_T1	rplJ	GO593_07945	IX87_15975	0.893828068676137	1.54968563523304e-06
Imipenem_0.09_T1 - None_0_T1	rplK	GO593_07935	IX87_15965	-0.294090781558145	0.948347191699371
Imipenem_0.09_T1 - None_0_T1	rplM	GO593_03770	IX87_11695	1.11422140808374	1.04268475019068e-10
Imipenem_0.09_T1 - None_0_T1	rplN	GO593_04150	IX87_12085	0.377323714163752	0.917014611485782
Imipenem_0.09_T1 - None_0_T1	rplO	GO593_04105	IX87_12040	1.412609312297	1.29846342040925e-05
Imipenem_0.09_T1 - None_0_T1	rplP	GO593_04165	IX87_12100	0.883617052124022	0.194292578753019
Imipenem_0.09_T1 - None_0_T1	rplQ	GO593_04070	IX87_12005	-1.02537350177702	0.019319565335189
Imipenem_0.09_T1 - None_0_T1	rplR	GO593_04120	IX87_12055	1.15560556391782	0.00618649805932691
Imipenem_0.09_T1 - None_0_T1	rplS	GO593_04595	IX87_12580	-0.170782021813904	0.557908309411538
Imipenem_0.09_T1 - None_0_T1	rplT	GO593_09415	IX87_17480	0.0953326799619218	0.925796453950688
Imipenem_0.09_T1 - None_0_T1	rplU	GO593_02650	IX87_10225	0.483109835009426	0.472805520203443
Imipenem_0.09_T1 - None_0_T1	rplV	GO593_04175	IX87_12110	0.660805989417591	0.00793133158882979
Imipenem_0.09_T1 - None_0_T1	rplW	GO593_04190	IX87_12125	0.589494084656882	0.356846376462924
Imipenem_0.09_T1 - None_0_T1	rplX	GO593_04145	IX87_12080	0.625959929937095	0.271545402884986
Imipenem_0.09_T1 - None_0_T1	rplY	GO593_10330	IX87_18470	0.474074745883879	0.104116847456657
Imipenem_0.09_T1 - None_0_T1	rpmA	GO593_02645	IX87_10220	0.760604416834091	0.00026956830192803
Imipenem_0.09_T1 - None_0_T1	rpmB	GO593_08750	IX87_16810	-0.0444782710134683	0.999999962916707
Imipenem_0.09_T1 - None_0_T1	rpmC	GO593_04160	IX87_12095	0.739855671627973	0.0552537896620536
Imipenem_0.09_T1 - None_0_T1	rpmD	GO593_04110	IX87_12045	1.60802477202094	0.00351271063833328
Imipenem_0.09_T1 - None_0_T1	rpmF	GO593_10270	IX87_18410	0.926714800983147	1.25430575437398e-05
Imipenem_0.09_T1 - None_0_T1	rpmI	GO593_09410	IX87_17475	0.269922399431482	0.575894335907177
Imipenem_0.09_T1 - None_0_T1	rpmJ	GO593_04095	IX87_12030	0.949436043275103	2.08042567798486e-05
Imipenem_0.09_T1 - None_0_T1	rpoA	GO593_04075	IX87_12010	-1.48919189001064	2.5027496614716e-06
Imipenem_0.09_T1 - None_0_T1	rpoB	GO593_07955	IX87_15985	-2.55561340297906	6.34699603920793e-13
Imipenem_0.09_T1 - None_0_T1	rpoC	GO593_07960	IX87_15990	-3.10476463063834	3.40920316110319e-17
Imipenem_0.09_T1 - None_0_T1	rpoD	GO593_02580	IX87_10155	-0.641663549567277	0.198767859638938
Imipenem_0.09_T1 - None_0_T1	rpoH	GO593_00210	IX87_07430	-1.03015262607825	1.4222399611616e-05
Imipenem_0.09_T1 - None_0_T1	rpsA	GO593_15560	IX87_02260	-0.474224473465212	0.720763797336324
Imipenem_0.09_T1 - None_0_T1	rpsB	GO593_00870	IX87_07990	0.487532881291996	0.0232599996685193
Imipenem_0.09_T1 - None_0_T1	rpsC	GO593_04170	IX87_12105	1.25076339964884	0.0263858185428221
Imipenem_0.09_T1 - None_0_T1	rpsD	GO593_04080	IX87_12015	-0.456511970444197	0.848321058716763
Imipenem_0.09_T1 - None_0_T1	rpsE	GO593_04115	IX87_12050	1.00098862278987	0.000199115337132775
