condition	unique_name	AB19606	AB030	gene_mLFC	FDR
None_0_T2 - None_0_T0	lspA	GO593_06430	IX87_14680	-3.71241158166265	7.22505390024097e-22
None_0_T2 - None_0_T0	lysC	GO593_12600	IX87_05125	-0.129372530049769	0.100368878569783
None_0_T2 - None_0_T0	lysS	GO593_11345	IX87_00530	-5.47657104738003	2.20071557476981e-18
None_0_T2 - None_0_T0	marR1	GO593_12465	IX87_05280	-0.0383811955768323	0.387651411164753
None_0_T2 - None_0_T0	metK	GO593_15290	IX87_02540	-7.19559913328675	5.29084112822069e-28
None_0_T2 - None_0_T0	minC	GO593_10585	IX87_01750	0.148684460146142	0.158575633756592
None_0_T2 - None_0_T0	minE	GO593_10575	IX87_01760	-2.78367058284083	5.64291767464293e-11
None_0_T2 - None_0_T0	mnhC1	GO593_08225	IX87_16280	-0.37012167530316	0.695350138830259
None_0_T2 - None_0_T0	mnmA	GO593_01330	IX87_08855	-0.335209757634953	0.00209915390848448
None_0_T2 - None_0_T0	moaE	GO593_17870	IX87_21800	0.00981090725086979	0.146955311050851
None_0_T2 - None_0_T0	mraY	GO593_04790	IX87_12830	-1.99104377112057	3.36168653570086e-16
None_0_T2 - None_0_T0	mrpF	GO593_08210	IX87_16265	-0.363253601400835	0.650488049002511
None_0_T2 - None_0_T0	msbA	GO593_15475	IX87_02345	-3.98813961863405	6.85911364015482e-23
None_0_T2 - None_0_T0	mtcA2	GO593_11270	IX87_00610	-0.239492260871653	0.832932283606056
None_0_T2 - None_0_T0	murA	GO593_09595	IX87_17660	-9.85863784177722	6.60236944561261e-36
None_0_T2 - None_0_T0	murB	GO593_17990	IX87_06200	-0.115274482980441	0.000507616934684459
None_0_T2 - None_0_T0	murC	GO593_05505	IX87_13705	-4.643856791484	3.85726415829887e-11
None_0_T2 - None_0_T0	murD	GO593_07755	IX87_15780	-0.757215385568592	0.00400802521774872
None_0_T2 - None_0_T0	murE	GO593_04800	IX87_12840	-7.62785348514715	2.03043427719474e-28
None_0_T2 - None_0_T0	murF	GO593_04795	IX87_12835	-9.86451793716298	8.36200231452636e-30
None_0_T2 - None_0_T0	murG	GO593_05510	IX87_13710	-11.1763248533068	2.63171925480771e-26
None_0_T2 - None_0_T0	murJ	GO593_06815	IX87_14820	-1.1103381358265	0.000213402296436253
None_0_T2 - None_0_T0	nadE	GO593_10480	IX87_01870	-1.66605107429465	5.81994136981141e-15
None_0_T2 - None_0_T0	nadM	GO593_01880	IX87_09395	-0.781632967411032	3.04979168004913e-09
None_0_T2 - None_0_T0	ndk	GO593_09040	IX87_17090	-0.354542197969456	0.132474454162937
None_0_T2 - None_0_T0	ninH	GO593_13310	IX87_06920	-0.0184280378643451	0.300009135902429
None_0_T2 - None_0_T0	nphR2	GO593_03265	IX87_11135	-7.64485449400323	6.96844328019602e-34
None_0_T2 - None_0_T0	nrdA	GO593_09915	IX87_18015	-7.45773001346076	2.00043949313066e-25
None_0_T2 - None_0_T0	nrdB	GO593_09905	IX87_18005	-3.83097124237498	2.98651105064672e-23
None_0_T2 - None_0_T0	nuoA	GO593_09945	IX87_18075	-4.44679715196726	2.63130432687728e-25
None_0_T2 - None_0_T0	nuoB	GO593_09950	IX87_18080	-4.12853113955823	1.95677439589627e-28
None_0_T2 - None_0_T0	nuoD	GO593_09955	IX87_18085	-5.08867045409038	5.94141411990954e-16
None_0_T2 - None_0_T0	nuoE	GO593_09960	IX87_18090	-2.36033533167286	3.19866551107407e-21
None_0_T2 - None_0_T0	nuoF	GO593_09965	IX87_18095	-5.55278424602065	4.50518388204037e-36
None_0_T2 - None_0_T0	nuoG	GO593_09970	IX87_18100	-4.70127739143673	1.09279467979997e-29
None_0_T2 - None_0_T0	nuoH	GO593_09975	IX87_18105	-6.07801588803776	2.61632807356726e-35
None_0_T2 - None_0_T0	nuoI	GO593_09980	IX87_18110	-4.81268852214084	8.26399973948596e-27
None_0_T2 - None_0_T0	nuoJ	GO593_09985	IX87_18115	-4.07755486007959	5.24352647669715e-27
None_0_T2 - None_0_T0	nuoK	GO593_09990	IX87_18120	-3.82288364859523	1.93212373829017e-31
None_0_T2 - None_0_T0	nuoL	GO593_09995	IX87_18125	-4.82716603628802	3.84123821426928e-26
None_0_T2 - None_0_T0	nuoM	GO593_10000	IX87_18130	-3.50514440898053	5.61606855594322e-30
None_0_T2 - None_0_T0	nuoN	GO593_10005	IX87_18135	-6.82964392577261	3.55496822957526e-32
None_0_T2 - None_0_T0	nusA	GO593_08190	IX87_16245	-7.03314500574736	4.43004058773833e-27
None_0_T2 - None_0_T0	nusG	GO593_07930	IX87_15960	-6.35630936679581	1.87010308201464e-25
None_0_T2 - None_0_T0	orn	GO593_09110	IX87_17160	-4.29182506154657	4.87697350659433e-20
None_0_T2 - None_0_T0	panC	GO593_09360	IX87_17425	-1.71984088415187	9.77742373505875e-14
None_0_T2 - None_0_T0	parB	GO593_15460	IX87_02360	-0.0901297438239148	0.519530054114249
None_0_T2 - None_0_T0	parC	GO593_07570	IX87_15570	-2.58076225126436	4.29070213715533e-24
None_0_T2 - None_0_T0	parE	GO593_05625	IX87_13845	-0.837804651427451	5.03813633129423e-07
None_0_T2 - None_0_T0	pdxA	GO593_03765	IX87_11690	-1.27753471224367	6.51883001952921e-07
None_0_T2 - None_0_T0	pdxH	GO593_05420	IX87_13610	-0.255346790584261	0.934435181472282
None_0_T2 - None_0_T0	pdxJ	GO593_01735	IX87_09250	-0.730457271809006	3.33203069161127e-07
None_0_T2 - None_0_T0	pgk	GO593_15415	IX87_02405	-0.0921667787646409	0.000400604477381886
None_0_T2 - None_0_T0	pgsA	GO593_08075	IX87_16120	-1.57988263178554	5.86078645136519e-17
None_0_T2 - None_0_T0	phaAB	GO593_08230	IX87_16285	-2.44875550064684	0.000154881192320746
None_0_T2 - None_0_T0	phaD	GO593_08220	IX87_16275	-0.869058116192118	5.44720623794453e-05
None_0_T2 - None_0_T0	phaE	GO593_08215	IX87_16270	-0.726968056097836	0.101528538904317
None_0_T2 - None_0_T0	pheS	GO593_09435	IX87_17505	-7.05208514308242	1.87693789059416e-32
None_0_T2 - None_0_T0	pheT	GO593_09440	IX87_17510	-4.46128706029148	1.96147775214219e-30
None_0_T2 - None_0_T0	plsB	GO593_04255	IX87_12190	-5.98855497997766	4.60512899239092e-30
None_0_T2 - None_0_T0	pnp	GO593_08310	IX87_16365	-0.545495206579447	0.000572306709268621
None_0_T2 - None_0_T0	polA	GO593_09495	IX87_17560	-0.714235070583569	3.65053613081067e-08
None_0_T2 - None_0_T0	ppa	GO593_07590	IX87_15590	-7.41085116286106	8.07603396362029e-22
None_0_T2 - None_0_T0	ppnK	GO593_00295	IX87_07515	-1.1925041297471	2.00134172288626e-11
None_0_T2 - None_0_T0	prfA	GO593_18520	IX87_06750	-2.0131007059669	2.8591422018584e-10
None_0_T2 - None_0_T0	prfB	GO593_05405	IX87_13595	-0.776402879521875	0.002669961451249
None_0_T2 - None_0_T0	priA	GO593_08345	IX87_16400	-0.635295843730179	0.0315995133620971
None_0_T2 - None_0_T0	proS	GO593_03110	IX87_10975	-6.22262139125072	1.59854667423142e-29
None_0_T2 - None_0_T0	prs	GO593_10335	IX87_18475	-7.50825040611816	5.11904819376604e-30
None_0_T2 - None_0_T0	psd	GO593_05715	IX87_13955	-1.00099094184745	2.04164128577359e-05
None_0_T2 - None_0_T0	pssA	GO593_03875	IX87_11800	-1.33037008337172	3.41753346204273e-08
None_0_T2 - None_0_T0	pth	GO593_10325	IX87_18465	-3.20816085356606	1.13091613697071e-09
None_0_T2 - None_0_T0	ptrR	GO593_13345	IX87_07845	-3.89411470592278	9.26944035900119e-13
None_0_T2 - None_0_T0	purA	GO593_12910	IX87_04750	-2.87983641246294	1.065909099753e-17
None_0_T2 - None_0_T0	purB	GO593_01340	IX87_08865	-2.43338472168361	3.39359346476106e-08
None_0_T2 - None_0_T0	purU	GO593_08765	IX87_16855	-1.33023885368539	1.64470706130741e-06
None_0_T2 - None_0_T0	pyrC	GO593_12050	IX87_05625	-1.8703760912065	1.04184518491597e-13
None_0_T2 - None_0_T0	pyrG	GO593_17315	IX87_20950	-6.49975137574961	1.82193501901475e-27
None_0_T2 - None_0_T0	pyrH	GO593_17745	IX87_21670	-0.574692978065842	0.0745735870168628
None_0_T2 - None_0_T0	rep	GO593_10605	IX87_01730	-4.12328911910795	5.27844393058336e-27
None_0_T2 - None_0_T0	rho	GO593_09460	IX87_17525	0.383627801821891	0.0023387435318053
None_0_T2 - None_0_T0	ribA	GO593_04340	IX87_12275	-3.70334963174819	3.70669410537034e-21
None_0_T2 - None_0_T0	ribD	GO593_07645	IX87_15655	-0.941325311844088	1.31336481938165e-06
None_0_T2 - None_0_T0	ribE	GO593_07655	IX87_15665	-1.12726148268186	8.77451906546813e-09
None_0_T2 - None_0_T0	ribF	GO593_06440	IX87_14690	-1.66624730529523	2.26177534183164e-11
None_0_T2 - None_0_T0	ribH	GO593_05770	IX87_14000	-3.23204458933189	1.9850840366021e-19
None_0_T2 - None_0_T0	rnpA	GO593_06230	IX87_14455	-3.97334032666381	3.66803537117299e-23
None_0_T2 - None_0_T0	rpe	GO593_09690	IX87_17755	-0.825172053732993	7.65172761657236e-13
None_0_T2 - None_0_T0	rpiA	GO593_17400	IX87_21035	-0.662456254710838	3.24227302560827e-09
None_0_T2 - None_0_T0	rplA	GO593_07940	IX87_15970	-5.99024628288631	9.70997722908291e-22
None_0_T2 - None_0_T0	rplB	GO593_04185	IX87_12120	-7.87059437826483	6.13233712025045e-36
None_0_T2 - None_0_T0	rplC	GO593_04200	IX87_12135	-5.03649050047868	1.90970530509964e-13
None_0_T2 - None_0_T0	rplD	GO593_04195	IX87_12130	-2.77653444967369	1.08802755718905e-19
None_0_T2 - None_0_T0	rplE	GO593_04140	IX87_12075	-7.84052720048672	7.00023770372313e-35
None_0_T2 - None_0_T0	rplF	GO593_04125	IX87_12060	-5.39642382808224	9.72407034345511e-22
None_0_T2 - None_0_T0	rplJ	GO593_07945	IX87_15975	-3.88223115206351	2.79121130764617e-17
None_0_T2 - None_0_T0	rplK	GO593_07935	IX87_15965	-7.23770914007205	4.26582608874125e-21
None_0_T2 - None_0_T0	rplM	GO593_03770	IX87_11695	-4.73219182309241	2.12906764540638e-27
None_0_T2 - None_0_T0	rplN	GO593_04150	IX87_12085	-10.061402672241	5.64913150066235e-34
None_0_T2 - None_0_T0	rplO	GO593_04105	IX87_12040	-7.25557146901333	1.33368805726822e-34
None_0_T2 - None_0_T0	rplP	GO593_04165	IX87_12100	-8.35473552559785	3.24757143501304e-31
None_0_T2 - None_0_T0	rplQ	GO593_04070	IX87_12005	-7.62221445069109	1.76237017331712e-32
None_0_T2 - None_0_T0	rplR	GO593_04120	IX87_12055	-6.6211658461226	1.22860714117147e-26
None_0_T2 - None_0_T0	rplS	GO593_04595	IX87_12580	-2.83266129939496	9.91930955963217e-14
None_0_T2 - None_0_T0	rplT	GO593_09415	IX87_17480	-0.769577288805164	9.46132903086355e-08
None_0_T2 - None_0_T0	rplU	GO593_02650	IX87_10225	-5.50051827366285	5.09943051511855e-24
None_0_T2 - None_0_T0	rplV	GO593_04175	IX87_12110	-4.93063827294275	3.48386061279864e-21
None_0_T2 - None_0_T0	rplW	GO593_04190	IX87_12125	-7.04124987573395	7.66430773106133e-40
None_0_T2 - None_0_T0	rplX	GO593_04145	IX87_12080	-8.4153136788898	1.05740427595388e-33
None_0_T2 - None_0_T0	rplY	GO593_10330	IX87_18470	-6.32348519643472	5.76497942689722e-41
None_0_T2 - None_0_T0	rpmA	GO593_02645	IX87_10220	-3.53758256657693	5.11006989829701e-22
None_0_T2 - None_0_T0	rpmB	GO593_08750	IX87_16810	-9.26699358883943	4.74530178337376e-39
None_0_T2 - None_0_T0	rpmC	GO593_04160	IX87_12095	-6.96253725493137	1.85289746142854e-23
None_0_T2 - None_0_T0	rpmD	GO593_04110	IX87_12045	-4.54541903994655	4.46747486597952e-21
None_0_T2 - None_0_T0	rpmF	GO593_10270	IX87_18410	-5.18000296238379	9.9993716458149e-37
None_0_T2 - None_0_T0	rpmI	GO593_09410	IX87_17475	-1.57905436252772	1.75835769155885e-18
None_0_T2 - None_0_T0	rpmJ	GO593_04095	IX87_12030	-3.25182700268374	3.42235256413572e-18
None_0_T2 - None_0_T0	rpoA	GO593_04075	IX87_12010	-4.59689293591348	1.5980863252917e-23
None_0_T2 - None_0_T0	rpoB	GO593_07955	IX87_15985	-4.10236470842072	2.89476014034919e-20
None_0_T2 - None_0_T0	rpoC	GO593_07960	IX87_15990	-7.63066704389753	3.29139732401995e-29
None_0_T2 - None_0_T0	rpoD	GO593_02580	IX87_10155	-6.73537871173334	1.11687630341439e-21
None_0_T2 - None_0_T0	rpoH	GO593_00210	IX87_07430	-0.833340488101003	0.00372062062626634
None_0_T2 - None_0_T0	rpsA	GO593_15560	IX87_02260	-3.74233401503061	5.69673997477761e-07
None_0_T2 - None_0_T0	rpsB	GO593_00870	IX87_07990	-0.85335431655272	1.99467814113061e-05
None_0_T2 - None_0_T0	rpsC	GO593_04170	IX87_12105	-5.17876136317303	2.48413956041096e-18
None_0_T2 - None_0_T0	rpsD	GO593_04080	IX87_12015	-8.22247198758798	5.93075773627056e-18
None_0_T2 - None_0_T0	rpsE	GO593_04115	IX87_12050	-7.98100194716966	5.20722541806661e-33
None_0_T2 - None_0_T0	rpsF	GO593_18615	IX87_06845	-0.414859529777724	5.83879712325598e-05
None_0_T2 - None_0_T0	rpsG	GO593_10515	IX87_01835	-7.99579559361532	6.41311052908111e-34
None_0_T2 - None_0_T0	rpsH	GO593_04130	IX87_12065	-8.1525084415463	9.94867520849474e-39
None_0_T2 - None_0_T0	rpsI	GO593_03775	IX87_11700	-3.78727175357212	1.5391227083058e-27
None_0_T2 - None_0_T0	rpsJ	GO593_04205	IX87_12140	-6.6572403897027	1.53476471653352e-31
None_0_T2 - None_0_T0	rpsK	GO593_04085	IX87_12020	-6.35112192539152	5.84954952391909e-22
None_0_T2 - None_0_T0	rpsL	GO593_10510	IX87_01840	-6.4894410845648	6.4140689223943e-43
None_0_T2 - None_0_T0	rpsM	GO593_04090	IX87_12025	-9.08980264184505	2.7061714706491e-33
None_0_T2 - None_0_T0	rpsN	GO593_04135	IX87_12070	-5.5925865981047	3.06186184424909e-21
None_0_T2 - None_0_T0	rpsO	GO593_08305	IX87_16360	-1.84901329000135	3.84460548746686e-07
None_0_T2 - None_0_T0	rpsP	GO593_04610	IX87_12595	-7.4512158332254	3.60867473609993e-25
None_0_T2 - None_0_T0	rpsQ	GO593_04155	IX87_12090	-7.3101711092909	1.45731747843386e-28
None_0_T2 - None_0_T0	rpsR	GO593_18620	IX87_06850	-0.55677521276847	2.49699497945882e-05
None_0_T2 - None_0_T0	rpsS	GO593_04180	IX87_12115	-7.71423173478993	1.94857256066429e-37
None_0_T2 - None_0_T0	rpsU	GO593_00120	IX87_07340	-1.60177457565106	2.77495058822189e-13
None_0_T2 - None_0_T0	sdhA	GO593_02535	IX87_10110	-2.72523962111519	2.0705830074533e-07
None_0_T2 - None_0_T0	sdhB	GO593_02530	IX87_10105	-4.83366371316683	9.52192976228981e-29
None_0_T2 - None_0_T0	sdhC	GO593_02545	IX87_10120	-7.2020177476801	3.69673525281526e-40
None_0_T2 - None_0_T0	sdhD	GO593_02540	IX87_10115	-3.4546712389746	2.56653956071748e-16
None_0_T2 - None_0_T0	secA	GO593_03315	IX87_11200	-1.6660038467206	3.44187794912376e-13
None_0_T2 - None_0_T0	secD	GO593_03585	IX87_11510	-2.58621531354864	5.86152958839391e-21
None_0_T2 - None_0_T0	secE	GO593_07925	IX87_15955	-6.9106374535941	4.54548997464655e-35
None_0_T2 - None_0_T0	secF	GO593_03590	IX87_11515	-0.21729178343902	0.0551084983658936
None_0_T2 - None_0_T0	secY	GO593_04100	IX87_12035	-7.79677733946856	2.81132246095625e-33
None_0_T2 - None_0_T0	serC	GO593_02060	IX87_09590	-0.0723567752960495	0.0256020197999982
None_0_T2 - None_0_T0	serS	GO593_02630	IX87_10205	-4.9654135616067	2.02779729904172e-33
None_0_T2 - None_0_T0	smc2	GO593_11915	IX87_05760	-1.66644316566816	3.2676069966204e-07
None_0_T2 - None_0_T0	ssb	GO593_05260	IX87_13440	-0.784207985902552	0.000181245100276153
None_0_T2 - None_0_T0	sucB	GO593_02510	IX87_10095	-5.77172128689386	1.14851968643305e-23
None_0_T2 - None_0_T0	tamA	GO593_18420	IX87_06640	-0.0812694341435443	0.646492548623721
None_0_T2 - None_0_T0	tamB	GO593_18415	IX87_06635	-0.698768516180398	0.00551400876445632
None_0_T2 - None_0_T0	thiD	GO593_10295	IX87_18435	-1.79433025156808	1.18320864139069e-09
None_0_T2 - None_0_T0	thiE	GO593_01465	IX87_08990	-0.28080873160628	0.970791907888819
None_0_T2 - None_0_T0	thiL	GO593_05780	IX87_14010	-0.168097968102281	0.00391575239898475
None_0_T2 - None_0_T0	thrS	GO593_09385	IX87_17450	-3.76552263084547	4.37343440287727e-19
None_0_T2 - None_0_T0	thyA	GO593_08800	IX87_16890	-5.86424905040815	1.22852430089337e-37
None_0_T2 - None_0_T0	tilS	GO593_09480	IX87_17545	-0.0839948767909455	0.254788363088542
None_0_T2 - None_0_T0	tkt	GO593_15295	IX87_02535	-5.37141479549934	2.6139142352717e-28
None_0_T2 - None_0_T0	tmk	GO593_01795	IX87_09310	-4.95923149166633	1.3937600294469e-22
None_0_T2 - None_0_T0	tonB	GO593_08770	IX87_16860	-2.04561998816	4.72248319558676e-12
None_0_T2 - None_0_T0	topA	GO593_08700	IX87_16760	0.39805098806706	0.000206037053508982
None_0_T2 - None_0_T0	tpiA	GO593_08165	IX87_16210	-0.725784862899357	0.00679437085562447
None_0_T2 - None_0_T0	trmD	GO593_04600	IX87_12585	-7.72677092400604	1.56693960816961e-34
None_0_T2 - None_0_T0	trpS	GO593_02490	IX87_10075	-7.20024879719627	2.76088634838035e-41
None_0_T2 - None_0_T0	tsaB	GO593_09665	IX87_17730	-2.50322435001924	8.96868528486663e-12
None_0_T2 - None_0_T0	tsaC	GO593_07410	IX87_15400	-0.294663634244198	0.00312553692103347
None_0_T2 - None_0_T0	tsaD	GO593_00115	IX87_07335	-0.974796615684014	4.06593057672867e-07
None_0_T2 - None_0_T0	tsaE	GO593_18340	IX87_06560	-0.303305600651849	0.000391917803586363
None_0_T2 - None_0_T0	tsf	GO593_00865	IX87_07985	-1.86666668500029	5.3431121525148e-09
None_0_T2 - None_0_T0	tusA	GO593_08380	IX87_16435	-1.63766540802971	2.90296521996405e-10
None_0_T2 - None_0_T0	tusD	GO593_17825	IX87_21755	-2.78489990500812	2.08923769264773e-21
None_0_T2 - None_0_T0	tyrS	GO593_06155	IX87_14380	-6.78291062725708	5.26955249760527e-42
None_0_T2 - None_0_T0	ubiA	GO593_00995	IX87_08120	-1.3867521991776	2.83431396027233e-12
None_0_T2 - None_0_T0	ubiE	GO593_08265	IX87_16320	-6.14530995818375	2.83331758984434e-21
None_0_T2 - None_0_T0	ubiG	GO593_06510	IX87_14760	-0.278669303233407	0.0381209231755128
None_0_T2 - None_0_T0	ubiH	GO593_11930	IX87_05745	-0.26075762413354	0.0110599781044197
None_0_T2 - None_0_T0	ubiI	GO593_11935	IX87_05740	-0.190388127380422	0.220353100948102
None_0_T2 - None_0_T0	uppS	GO593_17735	IX87_21660	0.338083004897461	0.00242895205277425
None_0_T2 - None_0_T0	valS	GO593_02715	IX87_10295	-6.15767733660067	3.95113485271462e-36
None_0_T2 - None_0_T0	wzx	GO593_06865	IX87_14860	0.13079503424109	0.234458852070275
None_0_T2 - None_0_T0	ybeD	GO593_02585	IX87_10160	-2.27843633639069	2.95068747215244e-07
None_0_T2 - None_0_T0	ybeY	GO593_03925	IX87_11850	-0.242497747993449	0.000423633180550481
None_0_T2 - None_0_T0	ybgC	GO593_01925	IX87_09445	-3.59758211673945	2.33868841215148e-08
None_0_T2 - None_0_T0	yceD	GO593_10265	IX87_18405	-1.88150848905367	4.61109013979605e-11
None_0_T2 - None_0_T0	ygfZ	GO593_03135	IX87_11000	-0.783455249648462	0.00690476296999742
None_0_T2 - None_0_T0	yidC	GO593_06240	IX87_14465	-7.18935264299022	1.0333261269775e-30
None_0_T2 - None_0_T0	yihA	GO593_04235	IX87_12170	-4.73635382706658	2.68798258838427e-38
None_0_T2 - None_0_T0	zipA	GO593_10185	IX87_18325	-0.586903839990673	0.240472209029175
Rifampicin_0.34_T1 - None_0_T1	GO593_00140	GO593_00140	IX87_07360	0.0983146994330084	1
Rifampicin_0.34_T1 - None_0_T1	GO593_00515	GO593_00515	unknown	0.489169044232627	0.999976124352621
Rifampicin_0.34_T1 - None_0_T1	GO593_01975	GO593_01975	IX87_09495	0.114040125100664	0.999998156562301
Rifampicin_0.34_T1 - None_0_T1	GO593_02180	GO593_02180	IX87_09700	-0.00162323124801123	0.999999999805458
Rifampicin_0.34_T1 - None_0_T1	GO593_05760	GO593_05760	IX87_13990	-0.0385050261525922	1
Rifampicin_0.34_T1 - None_0_T1	GO593_06495	GO593_06495	IX87_14745	0.0438799550038897	0.999999999999872
Rifampicin_0.34_T1 - None_0_T1	GO593_07290	GO593_07290	IX87_15280	-0.173207372117816	0.999999999805458
Rifampicin_0.34_T1 - None_0_T1	GO593_07665	GO593_07665	IX87_15675	0.125650749417969	0.999999999973926
Rifampicin_0.34_T1 - None_0_T1	GO593_10640	GO593_10640	IX87_01695	0.492283875350785	0.895504799454621
Rifampicin_0.34_T1 - None_0_T1	GO593_11535	GO593_11535	unknown	-0.0221207658573485	1
Rifampicin_0.34_T1 - None_0_T1	GO593_11615	GO593_11615	IX87_00220	-1.2274738181498	3.43295391241155e-05
Rifampicin_0.34_T1 - None_0_T1	GO593_12335	GO593_12335	IX87_05435	-0.0544081641078365	1
Rifampicin_0.34_T1 - None_0_T1	GO593_13170	GO593_13170	IX87_04465	-0.00383908842296916	0.999999999996488
Rifampicin_0.34_T1 - None_0_T1	GO593_13175	GO593_13175	IX87_04460	-0.0400088862695369	1
Rifampicin_0.34_T1 - None_0_T1	GO593_13215	GO593_13215	IX87_04190	0.00257300122537319	1
Rifampicin_0.34_T1 - None_0_T1	GO593_13220	GO593_13220	IX87_04420	0.00633515551760635	1
Rifampicin_0.34_T1 - None_0_T1	GO593_15125	GO593_15125	unknown	0.430844930844811	0.9999958997534
Rifampicin_0.34_T1 - None_0_T1	GO593_15205	GO593_15205	IX87_02640	-0.0965588295164888	0.999999999998957
Rifampicin_0.34_T1 - None_0_T1	GO593_18140	GO593_18140	IX87_06370	-0.038899155723887	1
Rifampicin_0.34_T1 - None_0_T1	GO593_18720	GO593_18720	IX87_06955	0.125710450885296	0.999999939048222
Rifampicin_0.34_T1 - None_0_T1	GO593_18760	GO593_18760	unknown	-0.0347892827406006	1
Rifampicin_0.34_T1 - None_0_T1	GO593_18770	GO593_18770	unknown	0.00909498481823783	1
Rifampicin_0.34_T1 - None_0_T1	accA	GO593_09475	IX87_17540	-0.115348035088199	1
Rifampicin_0.34_T1 - None_0_T1	accB	GO593_17940	IX87_21900	-1.23075379637654	0.00865474351274655
Rifampicin_0.34_T1 - None_0_T1	accC	GO593_17945	IX87_21905	-1.34318590374541	9.85997730395924e-06
Rifampicin_0.34_T1 - None_0_T1	accD	GO593_03345	IX87_11230	-0.38320527201622	0.903891668999958
Rifampicin_0.34_T1 - None_0_T1	acnB	GO593_18405	IX87_06625	0.106170485119827	1
Rifampicin_0.34_T1 - None_0_T1	acpP	GO593_10285	IX87_18425	0.87709918859215	0.984454939736968
Rifampicin_0.34_T1 - None_0_T1	acpT	GO593_09085	IX87_17135	-0.0431155062514776	1
Rifampicin_0.34_T1 - None_0_T1	adk	GO593_11470	IX87_00385	0.660093569451941	0.0433099476663329
Rifampicin_0.34_T1 - None_0_T1	alaS	GO593_12895	IX87_04765	0.345700901619725	0.998291717426818
Rifampicin_0.34_T1 - None_0_T1	argS	GO593_07295	IX87_15285	0.660480002692615	0.635947331820949
Rifampicin_0.34_T1 - None_0_T1	aroA	GO593_00260	IX87_07480	0.278928446915921	0.999999999734579
Rifampicin_0.34_T1 - None_0_T1	aroB	GO593_04740	IX87_12780	0.113161308501904	1
Rifampicin_0.34_T1 - None_0_T1	aroC	GO593_16070	IX87_19365	0.858949352163295	0.642726128062078
Rifampicin_0.34_T1 - None_0_T1	aroQ	GO593_17935	IX87_21895	-1.56957634125317	1.65932919425884e-08
Rifampicin_0.34_T1 - None_0_T1	asd	GO593_08645	IX87_16705	0.0265718443632074	1
Rifampicin_0.34_T1 - None_0_T1	asnC	GO593_13165	IX87_04470	-0.0102360425292931	1
Rifampicin_0.34_T1 - None_0_T1	aspS	GO593_03480	IX87_11355	0.368687019094679	0.723973938330159
Rifampicin_0.34_T1 - None_0_T1	atpA	GO593_07360	IX87_15350	0.29665686073355	0.999999330576714
Rifampicin_0.34_T1 - None_0_T1	atpB	GO593_07340	IX87_15330	0.225546790343136	0.999998890535386
Rifampicin_0.34_T1 - None_0_T1	atpD	GO593_07370	IX87_15360	0.299900912625198	0.999999872937263
Rifampicin_0.34_T1 - None_0_T1	atpE	GO593_07345	IX87_15335	0.39287658622606	0.89311972913517
Rifampicin_0.34_T1 - None_0_T1	atpF	GO593_07350	IX87_15340	0.383155901093619	0.999999997545812
Rifampicin_0.34_T1 - None_0_T1	atpG	GO593_07365	IX87_15355	0.457335166560562	0.339861109890661
Rifampicin_0.34_T1 - None_0_T1	atpH	GO593_07355	IX87_15345	0.331294826996608	0.985842136708343
Rifampicin_0.34_T1 - None_0_T1	bamA	GO593_17715	IX87_21640	0.031352019949432	0.999999996823947
Rifampicin_0.34_T1 - None_0_T1	birA	GO593_10165	IX87_18295	0.019296395708332	1
Rifampicin_0.34_T1 - None_0_T1	cbdB1	GO593_13095	IX87_04580	0.0117712893837919	1
Rifampicin_0.34_T1 - None_0_T1	cca	GO593_00945	IX87_08070	0.0167368611680904	1
Rifampicin_0.34_T1 - None_0_T1	cdsA	GO593_17730	IX87_21655	0.10920600329218	1
Rifampicin_0.34_T1 - None_0_T1	cgtA	GO593_01635	IX87_09155	0.141143587205021	1
Rifampicin_0.34_T1 - None_0_T1	clpX	GO593_08945	IX87_16990	0.156526123980226	0.999999999998481
Rifampicin_0.34_T1 - None_0_T1	cmk	GO593_15555	IX87_02265	0.060844772325726	1
Rifampicin_0.34_T1 - None_0_T1	coaD	GO593_10410	IX87_01935	-0.0829474726420284	1
Rifampicin_0.34_T1 - None_0_T1	coaE	GO593_08145	IX87_16190	-0.0576395778071654	1
Rifampicin_0.34_T1 - None_0_T1	coaX	GO593_10160	IX87_18290	0.10034311586667	0.999999999996938
Rifampicin_0.34_T1 - None_0_T1	coq7	GO593_18430	IX87_06650	0.140273472097773	0.999984504242538
Rifampicin_0.34_T1 - None_0_T1	cptB	GO593_04055	IX87_11990	0.0639818346024824	1
Rifampicin_0.34_T1 - None_0_T1	cyoA	GO593_18590	IX87_06820	0.0982175145133991	1
Rifampicin_0.34_T1 - None_0_T1	cyoB	GO593_18595	IX87_06825	-0.0234607726023146	1
Rifampicin_0.34_T1 - None_0_T1	cyoC	GO593_18600	IX87_06830	0.129427310044999	1
Rifampicin_0.34_T1 - None_0_T1	cyoD	GO593_18605	IX87_06835	0.0469419852580231	1
Rifampicin_0.34_T1 - None_0_T1	cyoE	GO593_18610	IX87_06840	-0.0729577374315451	1
Rifampicin_0.34_T1 - None_0_T1	cysS	GO593_13525	IX87_04375	0.576187074173446	0.871873815450425
Rifampicin_0.34_T1 - None_0_T1	dapA	GO593_05915	IX87_14145	0.358626236635848	0.9999999999366
Rifampicin_0.34_T1 - None_0_T1	dapD	GO593_01845	IX87_09360	0.043940896972346	1
